,x,y,target
0,-4.351544380187988,-21.224050521850586,0.0
1,-20.78527069091797,1.165179967880249,0.0
2,-17.619216918945312,-2.505911111831665,0.0
3,13.584342956542969,-8.341570854187012,1.0
4,-17.404544830322266,5.744877338409424,0.0
5,1.681516170501709,9.31269645690918,0.0
6,3.2316911220550537,3.440594434738159,0.0
7,-22.283357620239258,1.5173592567443848,0.0
8,11.78210163116455,-10.356977462768555,1.0
9,1.6802020072937012,9.313023567199707,0.0
10,25.351726531982422,8.410147666931152,0.0
11,-3.933135509490967,-21.684528350830078,0.0
12,-4.091211795806885,-19.466888427734375,0.0
13,-0.6171865463256836,5.68727970123291,0.0
14,22.0739803314209,7.143126964569092,0.0
15,10.496092796325684,-5.805103302001953,1.0
16,4.275902271270752,3.7372891902923584,0.0
17,2.6574525833129883,4.72667932510376,0.0
18,-13.395666122436523,-5.941262722015381,1.0
19,-16.051959991455078,-4.225643157958984,0.0
20,-21.52713966369629,2.203960657119751,0.0
21,-18.107341766357422,-2.1482696533203125,0.0
22,4.669647693634033,13.875771522521973,0.0
23,0.7376906275749207,20.676311492919922,1.0
24,0.23789013922214508,16.099061965942383,0.0
25,-27.375789642333984,-7.236616611480713,0.0
26,-14.631609916687012,-4.138707637786865,0.0
27,-18.1271915435791,-2.9579050540924072,0.0
28,13.783079147338867,-8.609845161437988,0.0
29,12.912397384643555,-11.101428031921387,1.0
30,-4.3106465339660645,-24.57998275756836,0.0
31,-2.864326238632202,-21.23115348815918,0.0
32,-15.211517333984375,7.22947883605957,0.0
33,-14.430426597595215,7.150146484375,0.0
34,1.0849988460540771,19.93060302734375,0.0
35,25.98235511779785,2.8887996673583984,0.0
36,27.814002990722656,9.328801155090332,0.0
37,22.83192253112793,7.716794490814209,0.0
38,17.81614875793457,-15.517000198364258,0.0
39,-5.115830898284912,-23.552480697631836,0.0
40,-21.056921005249023,0.9174678325653076,0.0
41,-21.980497360229492,1.9563329219818115,0.0
42,-5.091151714324951,-24.039119720458984,0.0
43,-0.16596360504627228,18.917112350463867,0.0
44,0.2378946989774704,16.09906578063965,0.0
45,1.9071741104125977,10.033613204956055,1.0
46,-14.7493896484375,6.959136486053467,0.0
47,-4.589715480804443,-23.660541534423828,0.0
48,0.7015164494514465,14.87814712524414,0.0
49,15.505166053771973,-9.667301177978516,1.0
50,-16.400726318359375,-7.563302040100098,0.0
51,-9.337421417236328,-7.029977321624756,0.0
52,25.409095764160156,1.3135079145431519,0.0
53,18.891687393188477,-12.752225875854492,1.0
54,-11.23358154296875,0.08124063163995743,0.0
55,11.931044578552246,-7.937729835510254,1.0
56,-16.39567756652832,6.214547634124756,0.0
57,-17.686500549316406,-8.873284339904785,0.0
58,-20.530330657958984,-6.397959232330322,0.0
59,4.670206546783447,13.382116317749023,1.0
60,27.14349365234375,9.093637466430664,0.0
61,3.6457509994506836,1.4956854581832886,0.0
62,4.772490978240967,9.260443687438965,0.0
63,-7.007499694824219,-5.441697597503662,0.0
64,-26.950969696044922,-7.798298358917236,0.0
65,18.891687393188477,-12.752225875854492,1.0
66,26.047122955322266,1.7127647399902344,0.0
67,-4.0874857902526855,-20.66644859313965,0.0
68,-3.812161684036255,-23.37240219116211,0.0
69,-8.561007499694824,-7.767817974090576,0.0
70,0.5532669425010681,18.153444290161133,0.0
71,14.94400405883789,-9.145341873168945,1.0
72,14.47156047821045,-8.388449668884277,1.0
73,13.861138343811035,-10.735427856445312,1.0
74,-11.261954307556152,-6.471754550933838,0.0
75,-17.009389877319336,6.6211090087890625,0.0
76,27.511648178100586,10.773112297058105,0.0
77,-9.709954261779785,-6.1449127197265625,0.0
78,-4.054214954376221,-22.355865478515625,0.0
79,24.824844360351562,0.9263024926185608,1.0
80,-3.933135986328125,-21.684528350830078,0.0
81,-26.291486740112305,-6.772738933563232,0.0
82,26.7938289642334,7.754332065582275,0.0
83,4.504578113555908,5.455204486846924,1.0
84,1.6094413995742798,10.841058731079102,0.0
85,25.5540771484375,-0.8147101998329163,1.0
86,-17.672073364257812,-8.712921142578125,0.0
87,4.6615681648254395,14.860567092895508,0.0
88,27.14349365234375,9.093637466430664,0.0
89,-3.1238324642181396,-19.277719497680664,0.0
90,-16.705753326416016,5.504231929779053,0.0
91,-24.47643280029297,-6.96137809753418,0.0
92,-26.0964298248291,-6.5413432121276855,0.0
93,4.772834300994873,9.260486602783203,0.0
94,14.77181625366211,-8.712980270385742,1.0
95,4.820141315460205,3.0105292797088623,0.0
96,-2.068666458129883,3.841993808746338,0.0
97,-3.97609806060791,-24.144861221313477,0.0
98,-8.278921127319336,-7.141263484954834,0.0
99,6.54761266708374,10.12608814239502,1.0
100,-26.194820404052734,-7.135257244110107,0.0
101,17.665403366088867,-13.25399398803711,1.0
102,-26.049062728881836,-8.180004119873047,0.0
103,4.753311634063721,9.779972076416016,1.0
104,-17.739728927612305,-3.5045437812805176,0.0
105,-23.482027053833008,-9.568380355834961,0.0
106,-7.41730260848999,-6.655141830444336,0.0
107,24.483869552612305,-0.22392044961452484,1.0
108,2.279571771621704,7.531763076782227,0.0
109,10.4332275390625,-5.7558979988098145,1.0
110,-0.07983236014842987,18.251972198486328,0.0
111,4.669106483459473,14.312994956970215,0.0
112,26.030166625976562,-0.15304329991340637,1.0
113,-8.367253303527832,-4.462191581726074,0.0
114,-18.127187728881836,-2.9579012393951416,0.0
115,-26.075923919677734,-7.513354778289795,0.0
116,4.210417747497559,18.0623722076416,0.0
117,-25.263080596923828,-6.62617826461792,0.0
118,17.64337921142578,-15.270363807678223,1.0
119,18.15535545349121,-14.4367036819458,1.0
120,-23.592065811157227,-9.566702842712402,0.0
121,-3.296602487564087,-16.651866912841797,1.0
122,-19.380495071411133,-6.157435894012451,0.0
123,-2.153872489929199,-16.709566116333008,0.0
124,-0.9935254454612732,6.512523651123047,0.0
125,-14.174629211425781,-5.017333984375,0.0
126,-18.194795608520508,5.856949329376221,0.0
127,-15.153027534484863,4.90710973739624,0.0
128,0.3941328823566437,14.174873352050781,1.0
129,17.139095306396484,-11.82895278930664,0.0
130,-10.661396026611328,-6.603318214416504,0.0
131,19.234203338623047,-14.21069622039795,0.0
132,21.670766830444336,7.741209506988525,0.0
133,23.90074348449707,8.010128021240234,0.0
134,-4.694194793701172,-24.560823440551758,0.0
135,-17.46283531188965,-3.2073097229003906,0.0
136,23.757877349853516,7.011998653411865,0.0
137,4.747272968292236,10.244354248046875,0.0
138,0.1941792219877243,17.498327255249023,0.0
139,4.740444183349609,11.233431816101074,0.0
140,-16.16485595703125,-7.441279888153076,0.0
141,0.9400017261505127,13.164812088012695,0.0
142,0.1824648678302765,14.76175594329834,1.0
143,26.295822143554688,8.774087905883789,0.0
144,-4.49865198135376,-17.88788604736328,0.0
145,-3.8268027305603027,-23.723237991333008,0.0
146,17.249876022338867,-12.184318542480469,0.0
147,18.77414894104004,-12.363581657409668,1.0
148,23.597911834716797,7.917447566986084,0.0
149,-14.20253849029541,-7.258370399475098,0.0
150,-8.466691017150879,-7.383103847503662,1.0
151,-18.194795608520508,5.856949329376221,0.0
152,0.7015166282653809,14.87814712524414,1.0
153,25.192768096923828,5.826472759246826,0.0
154,-7.791025161743164,-6.706000804901123,0.0
155,16.075971603393555,-10.399285316467285,1.0
156,-25.265789031982422,-6.975160598754883,0.0
157,-20.10933494567871,-0.15182112157344818,0.0
158,-11.832195281982422,-6.365357875823975,1.0
159,17.444889068603516,-13.325153350830078,0.0
160,0.7931710481643677,14.282011985778809,1.0
161,25.664888381958008,8.519469261169434,0.0
162,0.15961745381355286,16.797637939453125,0.0
163,-3.9761056900024414,-24.144861221313477,0.0
164,2.1447913646698,6.908708095550537,1.0
165,-0.09272277355194092,17.51510238647461,0.0
166,20.49188232421875,-12.54464340209961,1.0
167,-4.127072811126709,-21.246644973754883,0.0
168,-4.230856895446777,10.8582763671875,0.0
169,-15.747943878173828,5.812549114227295,0.0
170,2.3337082862854004,21.503862380981445,0.0
171,15.492971420288086,-10.364553451538086,0.0
172,0.24754443764686584,20.294204711914062,0.0
173,-4.774978160858154,-22.49294662475586,0.0
174,4.753208160400391,9.780108451843262,1.0
175,21.325485229492188,7.645476341247559,1.0
176,-3.9646105766296387,-22.373706817626953,0.0
177,17.655460357666016,-13.257091522216797,0.0
178,24.71794319152832,0.8272998929023743,1.0
179,-3.9521429538726807,10.735724449157715,0.0
180,17.48444175720215,-12.728696823120117,1.0
181,-16.891721725463867,-3.43440580368042,0.0
182,27.55238151550293,9.211670875549316,0.0
183,-6.938055992126465,-4.39931583404541,0.0
184,-24.436864852905273,-7.62839412689209,0.0
185,19.97757911682129,9.449752807617188,0.0
186,-1.4574328660964966,3.823878526687622,1.0
187,-17.833749771118164,-9.045858383178711,0.0
188,3.293051242828369,20.964235305786133,0.0
189,4.210428714752197,18.0623779296875,0.0
190,26.28782844543457,1.993199110031128,1.0
191,-15.856902122497559,5.86998176574707,0.0
192,-0.13913492858409882,19.64173126220703,0.0
193,-26.047325134277344,-8.180435180664062,0.0
194,11.70986557006836,-6.714664936065674,1.0
195,14.079147338867188,-8.821165084838867,1.0
196,-7.784562110900879,-7.335167407989502,0.0
197,-7.256419658660889,-7.1115336418151855,0.0
198,15.18513298034668,-9.959322929382324,1.0
199,-5.937944412231445,-22.74030113220215,0.0
200,6.472552299499512,14.12835693359375,0.0
